4/1/2019,com.foo.bar,AR,1,1,1,1,1,1,1,1,1,0,0
4/1/2019,com.foo.bar,AU,3,2,0.667,2,1,2,1,1,0.5,1,0.5
4/1/2019,com.foo.bar,AZ,1,0,0,0,0,0,0,0,0,0,0
4/1/2019,com.foo.bar,BR,1,0,0,0,0,0,0,0,0,0,0
4/1/2019,com.foo.bar,CA,5,2,0.4,2,1,2,1,1,0.5,1,0.5
4/1/2019,com.foo.bar,DE,4,1,0.25,1,1,1,1,1,1,1,1
4/1/2019,com.foo.bar,FR,2,0,0,0,0,0,0,0,0,0,0
4/1/2019,com.foo.bar,GB,3,0,0,0,0,0,0,0,0,0,0
4/1/2019,com.foo.bar,GH,1,1,1,1,1,1,1,1,1,1,1
4/1/2019,com.foo.bar,GR,1,0,0,0,0,0,0,0,0,0,0
4/1/2019,com.foo.bar,HN,1,1,1,1,1,1,1,1,1,1,1
4/1/2019,com.foo.bar,ID,2,0,0,0,0,0,0,0,0,0,0
4/1/2019,com.foo.bar,IN,37,7,0.189,1,0.143,0,0,0,0,0,0
4/1/2019,com.foo.bar,IT,1,0,0,0,0,0,0,0,0,0,0
4/1/2019,com.foo.bar,KE,2,0,0,0,0,0,0,0,0,0,0
4/1/2019,com.foo.bar,MK,1,0,0,0,0,0,0,0,0,0,0
4/1/2019,com.foo.bar,MT,1,0,0,0,0,0,0,0,0,0,0
4/1/2019,com.foo.bar,MY,1,1,1,0,0,0,0,0,0,0,0
4/1/2019,com.foo.bar,NG,2,1,0.5,1,1,1,1,0,0,0,0
4/1/2019,com.foo.bar,NL,1,0,0,0,0,0,0,0,0,0,0
4/1/2019,com.foo.bar,PH,1,0,0,0,0,0,0,0,0,0,0
4/1/2019,com.foo.bar,PK,2,0,0,0,0,0,0,0,0,0,0
4/1/2019,com.foo.bar,PL,2,0,0,0,0,0,0,0,0,0,0
4/1/2019,com.foo.bar,RU,2,0,0,0,0,0,0,0,0,0,0
4/1/2019,com.foo.bar,SA,1,1,1,0,0,0,0,0,0,0,0
4/1/2019,com.foo.bar,SG,1,0,0,0,0,0,0,0,0,0,0
4/1/2019,com.foo.bar,TW,1,1,1,0,0,0,0,0,0,0,0
4/1/2019,com.foo.bar,US,182,51,0.28,29,0.569,20,0.392,16,0.314,15,0.294
4/1/2019,com.foo.bar,VN,1,0,0,0,0,0,0,0,0,0,0
4/1/2019,com.foo.bar,ZA,2,0,0,0,0,0,0,0,0,0,0
4/2/2019,com.foo.bar,AU,3,1,0.333,1,1,1,1,1,1,1,1
4/2/2019,com.foo.bar,BD,1,0,0,0,0,0,0,0,0,0,0
4/2/2019,com.foo.bar,BR,1,0,0,0,0,0,0,0,0,0,0
4/2/2019,com.foo.bar,CA,6,2,0.333,1,0.5,1,0.5,1,0.5,1,0.5
4/2/2019,com.foo.bar,CH,1,0,0,0,0,0,0,0,0,0,0
4/2/2019,com.foo.bar,ES,2,0,0,0,0,0,0,0,0,0,0
4/2/2019,com.foo.bar,FR,3,1,0.333,0,0,0,0,0,0,0,0
4/2/2019,com.foo.bar,GB,5,2,0.4,2,1,1,0.5,0,0,0,0
4/2/2019,com.foo.bar,GD,1,0,0,0,0,0,0,0,0,0,0
