"2019-07-01,com.foo.bar,AU,3,1,0.333,1,1.000,1,1.000,1,1.000,1,1.000"
"2019-07-01,com.foo.bar,BD,1,1,1.000,1,1.000,1,1.000,1,1.000,1,1.000"
"2019-07-01,com.foo.bar,BR,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-01,com.foo.bar,CA,3,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-01,com.foo.bar,DE,5,1,0.200,1,1.000,1,1.000,1,1.000,1,1.000"
"2019-07-01,com.foo.bar,FR,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-01,com.foo.bar,GB,5,1,0.200,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-01,com.foo.bar,GH,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-01,com.foo.bar,HK,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-01,com.foo.bar,IN,15,3,0.200,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-01,com.foo.bar,IQ,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-01,com.foo.bar,KE,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-01,com.foo.bar,MX,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-01,com.foo.bar,NG,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-01,com.foo.bar,NZ,1,1,1.000,1,1.000,1,1.000,1,1.000,1,1.000"
"2019-07-01,com.foo.bar,PH,2,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-01,com.foo.bar,RU,2,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-01,com.foo.bar,SD,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-01,com.foo.bar,TT,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-01,com.foo.bar,US,109,23,0.211,13,0.565,7,0.304,5,0.217,5,0.217"
"2019-07-01,com.foo.bar,VE,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-02,com.foo.bar,AE,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-02,com.foo.bar,AR,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-02,com.foo.bar,AU,6,1,0.167,1,1.000,0,0.000,0,0.000,0,0.000"
"2019-07-02,com.foo.bar,BR,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-02,com.foo.bar,CA,2,1,0.500,1,1.000,1,1.000,1,1.000,1,1.000"
"2019-07-02,com.foo.bar,DE,3,1,0.333,1,1.000,0,0.000,0,0.000,0,0.000"
"2019-07-02,com.foo.bar,EC,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-02,com.foo.bar,EE,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-02,com.foo.bar,ES,1,0,0.000,0,0.000,0,0.000,0,0.000,,"
"2019-07-02,com.foo.bar,FI,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-02,com.foo.bar,FR,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-02,com.foo.bar,GB,3,1,0.333,1,1.000,1,1.000,1,1.000,1,1.000"
"2019-07-02,com.foo.bar,HK,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-02,com.foo.bar,IE,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-02,com.foo.bar,IN,19,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-02,com.foo.bar,IT,2,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-02,com.foo.bar,JO,1,1,1.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-07-02,com.foo.bar,KE,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
