"2019-11-01,com.foo.bar,AM,1,1,1.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-11-01,com.foo.bar,,3,1,0.333,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-11-01,com.foo.bar,CA,9,5,0.556,5,1.000,5,1.000,5,1.000,5,1.000"
"2019-11-01,com.foo.bar,DE,4,1,0.250,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-11-01,com.foo.bar,ES,2,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-11-01,com.foo.bar,FR,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-11-01,com.foo.bar,GB,4,3,0.750,2,0.667,2,0.667,2,0.667,2,0.667"
"2019-11-01,com.foo.bar,ID,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-11-01,com.foo.bar,IN,3,1,0.333,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-11-01,com.foo.bar,IT,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-11-01,com.foo.bar,JP,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-11-01,com.foo.bar,KR,2,1,0.500,1,1.000,1,1.000,1,1.000,1,1.000"
"2019-11-01,com.foo.bar,LT,1,1,1.000,1,1.000,1,1.000,1,1.000,1,1.000"
"2019-11-01,com.foo.bar,MU,1,1,1.000,1,1.000,1,1.000,1,1.000,0,0.000"
"2019-11-01,com.foo.bar,MX,1,1,1.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-11-01,com.foo.bar,NL,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-11-01,com.foo.bar,PL,3,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-11-01,com.foo.bar,UA,1,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000"
"2019-11-01,com.foo.bar,US,99,35,0.354,27,0.771,23,0.657,20,0.571,16,0.457"
